date,strategy,recommended,medium,aggressive,recommended_leverage_mode,medium_leverage_mode,aggressive_leverage_mode
1955-01-14,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-01-21,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-01-28,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-02-04,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-02-11,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-02-18,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-02-25,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-03-04,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-03-11,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-03-18,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-03-25,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-04-01,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-04-08,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-04-15,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-04-22,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-04-29,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-05-06,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-05-13,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-05-20,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-05-27,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-06-03,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-06-10,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-06-17,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-06-24,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-07-01,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1955-07-08,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1955-07-15,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1955-07-22,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1955-07-29,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1955-08-05,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1955-08-12,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1955-08-19,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1955-08-26,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1955-09-02,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-09-09,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-09-16,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-09-23,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-09-30,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-10-07,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-10-14,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-10-21,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-10-28,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-11-04,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-11-11,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-11-18,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-11-25,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-12-02,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-12-09,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-12-16,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-12-23,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1955-12-30,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-01-06,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-01-13,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-01-20,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-01-27,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-02-03,0.90000000,1.53000000,1.80000000,3.30000000,True,True,True
1956-02-10,0.90000000,1.53000000,1.80000000,3.30000000,True,True,True
1956-02-17,0.90000000,1.53000000,1.80000000,3.30000000,True,True,True
1956-02-24,0.90000000,1.53000000,1.80000000,3.30000000,True,True,True
1956-03-02,0.90000000,0.90000000,0.90000000,0.90000000,False,False,False
1956-03-09,0.90000000,0.90000000,0.90000000,0.90000000,False,False,False
1956-03-16,0.90000000,0.90000000,0.90000000,0.90000000,False,False,False
1956-03-23,0.90000000,0.90000000,0.90000000,0.90000000,False,False,False
1956-03-30,0.90000000,0.90000000,0.90000000,0.90000000,False,False,False
1956-04-06,0.90000000,1.53000000,1.80000000,3.30000000,True,True,True
1956-04-13,0.90000000,1.53000000,1.80000000,3.30000000,True,True,True
1956-04-20,0.90000000,1.53000000,1.80000000,3.30000000,True,True,True
1956-04-27,0.90000000,1.53000000,1.80000000,3.30000000,True,True,True
1956-05-04,0.90000000,0.90000000,0.90000000,0.90000000,False,False,False
1956-05-11,0.90000000,0.90000000,0.90000000,0.90000000,False,False,False
1956-05-18,0.90000000,0.90000000,0.90000000,0.90000000,False,False,False
1956-05-25,0.90000000,0.90000000,0.90000000,0.90000000,False,False,False
1956-06-01,0.83333333,0.88000000,0.90000000,0.90000000,False,False,False
1956-06-08,0.83333333,0.88000000,0.90000000,0.90000000,False,False,False
1956-06-15,0.83333333,0.88000000,0.90000000,0.90000000,False,False,False
1956-06-22,0.83333333,0.88000000,0.90000000,0.90000000,False,False,False
1956-06-29,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-07-06,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-07-13,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-07-20,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-07-27,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-08-03,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-08-10,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-08-17,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-08-24,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-08-31,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-09-07,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-09-14,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-09-21,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-09-28,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-10-05,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-10-12,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-10-19,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-10-26,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-11-02,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-11-09,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-11-16,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-11-23,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-11-30,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-12-07,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-12-14,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-12-21,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1956-12-28,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-01-04,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-01-11,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-01-18,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-01-25,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-02-01,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-02-08,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-02-15,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-02-22,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-03-01,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-03-08,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-03-15,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-03-22,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-03-29,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-04-05,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-04-12,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-04-19,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-04-26,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-05-03,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-05-10,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-05-17,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-05-24,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-05-31,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-06-07,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-06-14,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-06-21,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-06-28,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-07-05,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1957-07-12,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1957-07-19,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1957-07-26,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1957-08-02,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-08-09,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-08-16,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-08-23,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-08-30,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-09-06,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-09-13,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-09-20,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-09-27,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-10-04,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-10-11,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-10-18,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-10-25,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-11-01,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-11-08,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-11-15,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-11-22,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-11-29,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-12-06,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-12-13,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-12-20,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1957-12-27,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-01-03,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-01-10,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-01-17,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-01-24,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-01-31,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-02-07,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-02-14,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-02-21,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-02-28,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-03-07,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-03-14,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-03-21,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-03-28,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-04-04,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-04-11,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-04-18,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-04-25,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-05-02,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-05-09,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-05-16,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-05-23,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-05-30,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-06-06,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-06-13,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-06-20,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-06-27,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-07-04,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-07-11,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-07-18,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-07-25,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-08-01,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-08-08,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-08-15,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-08-22,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-08-29,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-09-05,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-09-12,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-09-19,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-09-26,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-10-03,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1958-10-10,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1958-10-17,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1958-10-24,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1958-10-31,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-11-07,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-11-14,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-11-21,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-11-28,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-12-05,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-12-12,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-12-19,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1958-12-26,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-01-02,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-01-09,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-01-16,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-01-23,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-01-30,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-02-06,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-02-13,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-02-20,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-02-27,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-03-06,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-03-13,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-03-20,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-03-27,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-04-03,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-04-10,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-04-17,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-04-24,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-05-01,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-05-08,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1959-05-15,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1959-05-22,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1959-05-29,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1959-06-05,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-06-12,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-06-19,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-06-26,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-07-03,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-07-10,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-07-17,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-07-24,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-07-31,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-08-07,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-08-14,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-08-21,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-08-28,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-09-04,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-09-11,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-09-18,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-09-25,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-10-02,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-10-09,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-10-16,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-10-23,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-10-30,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-11-06,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-11-13,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-11-20,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-11-27,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-12-04,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-12-11,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-12-18,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1959-12-25,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-01-01,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-01-08,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-01-15,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-01-22,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-01-29,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-02-05,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-02-12,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-02-19,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-02-26,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-03-04,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-03-11,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-03-18,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-03-25,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-04-01,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-04-08,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-04-15,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-04-22,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-04-29,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-05-06,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-05-13,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-05-20,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-05-27,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-06-03,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-06-10,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-06-17,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-06-24,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-07-01,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-07-08,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-07-15,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-07-22,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-07-29,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-08-05,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-08-12,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-08-19,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-08-26,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-09-02,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-09-09,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-09-16,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-09-23,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-09-30,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-10-07,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-10-14,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-10-21,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-10-28,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-11-04,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-11-11,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-11-18,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-11-25,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-12-02,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-12-09,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-12-16,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-12-23,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1960-12-30,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-01-06,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-01-13,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-01-20,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-01-27,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-02-03,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-02-10,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-02-17,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-02-24,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-03-03,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-03-10,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-03-17,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-03-24,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-03-31,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-04-07,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-04-14,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-04-21,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-04-28,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-05-05,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-05-12,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-05-19,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-05-26,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-06-02,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-06-09,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-06-16,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-06-23,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-06-30,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-07-07,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-07-14,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-07-21,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-07-28,0.83333333,0.83333333,0.83333333,0.83333333,False,False,False
1961-08-04,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1961-08-11,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1961-08-18,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1961-08-25,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
1961-09-01,0.83333333,1.51000000,1.80000000,3.30000000,True,True,True
