strategy,strategy_label,date,asset,asset_label,old_weight,new_weight,delta_weight,portfolio_value_before,trade_notional,side
strategy_recommended_mix,Rekomendowany miks 30/70/0,1989-03-24,long_bond,Obligacje 30+/TLT,0.08750000,0.04493858,-0.04256142,6051.35345560,-257.55421460,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1989-03-24,floating_bond,Obligacje/gotowka,0.26250000,0.13481573,-0.12768427,6051.35345560,-772.66264381,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1989-04-07,us_equity,SPX,0.16404914,0.65000000,0.48595086,6049.07947800,2939.55538385,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1989-04-07,tech_equity,NDX,0.65619655,0.00000000,-0.65619655,6049.07947800,-3969.38510738,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1989-04-07,long_bond,Obligacje 30+/TLT,0.04493858,0.08750000,0.04256142,6049.07947800,257.45743088,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1989-04-07,floating_bond,Obligacje/gotowka,0.13481573,0.26250000,0.12768427,6049.07947800,772.37229265,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1989-04-14,us_equity,SPX,0.65000000,0.16404914,-0.48595086,6088.93713445,-2958.92424635,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1989-04-14,tech_equity,NDX,0.00000000,0.65619655,0.65619655,6088.93713445,3995.53956419,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1989-04-14,long_bond,Obligacje 30+/TLT,0.08750000,0.04493858,-0.04256142,6088.93713445,-259.15382946,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1989-04-14,floating_bond,Obligacje/gotowka,0.26250000,0.13481573,-0.12768427,6088.93713445,-777.46148838,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-09-07,us_equity,SPX,0.16404914,0.11000000,-0.05404914,7267.11655697,-392.78138900,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-09-07,tech_equity,NDX,0.65619655,0.44000000,-0.21619655,7267.11655697,-1571.12555599,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-09-07,long_bond,Obligacje 30+/TLT,0.04493858,0.22500000,0.18006142,7267.11655697,1308.52734891,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-09-07,floating_bond,Obligacje/gotowka,0.13481573,0.22500000,0.09018427,7267.11655697,655.37959608,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-11-02,long_bond,Obligacje 30+/TLT,0.22500000,0.11250000,-0.11250000,7002.08951412,-787.73507034,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-11-02,floating_bond,Obligacje/gotowka,0.22500000,0.33750000,0.11250000,7002.08951412,787.73507034,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-11-30,us_equity,SPX,0.11000000,0.12621474,0.01621474,7180.95307187,116.43729806,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-11-30,tech_equity,NDX,0.44000000,0.50485897,0.06485897,7180.95307187,465.74919223,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-11-30,long_bond,Obligacje 30+/TLT,0.11250000,0.10571315,-0.00678685,7180.95307187,-48.73607897,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-11-30,floating_bond,Obligacje/gotowka,0.33750000,0.26321315,-0.07428685,7180.95307187,-533.45041132,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-12-07,us_equity,SPX,0.12621474,0.11000000,-0.01621474,7214.10910889,-116.97491463,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-12-07,tech_equity,NDX,0.50485897,0.44000000,-0.06485897,7214.10910889,-467.89965852,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-12-07,long_bond,Obligacje 30+/TLT,0.10571315,0.14625000,0.04053685,7214.10910889,292.43728657,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-12-07,floating_bond,Obligacje/gotowka,0.26321315,0.30375000,0.04053685,7214.10910889,292.43728657,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-12-28,long_bond,Obligacje 30+/TLT,0.14625000,0.22500000,0.07875000,7410.52785602,583.57906866,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1990-12-28,floating_bond,Obligacje/gotowka,0.30375000,0.22500000,-0.07875000,7410.52785602,-583.57906866,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-01-04,us_equity,SPX,0.11000000,0.12621474,0.01621474,7463.01247312,121.01081835,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-01-04,tech_equity,NDX,0.44000000,0.50485897,0.06485897,7463.01247312,484.04327339,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-01-04,long_bond,Obligacje 30+/TLT,0.22500000,0.19794472,-0.02705528,7463.01247312,-201.91389784,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-01-04,floating_bond,Obligacje/gotowka,0.22500000,0.17098157,-0.05401843,7463.01247312,-403.14019390,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-02-01,us_equity,SPX,0.12621474,0.11021474,-0.01600000,7462.49626680,-119.39994027,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-02-01,tech_equity,NDX,0.50485897,0.44085897,-0.06400000,7462.49626680,-477.59976108,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-02-01,long_bond,Obligacje 30+/TLT,0.19794472,0.25794472,0.06000000,7462.49626680,447.74977601,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-02-01,floating_bond,Obligacje/gotowka,0.17098157,0.19098157,0.02000000,7462.49626680,149.24992534,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-02-22,us_equity,SPX,0.11021474,0.11071581,0.00050106,7992.79011517,4.00489610,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-02-22,tech_equity,NDX,0.44085897,0.44286322,0.00200425,7992.79011517,16.01958441,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-02-22,long_bond,Obligacje 30+/TLT,0.25794472,0.33481573,0.07687101,7992.79011517,614.41386119,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-02-22,floating_bond,Obligacje/gotowka,0.19098157,0.11160524,-0.07937633,7992.79011517,-634.43834170,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-12-13,us_equity,SPX,0.11071581,0.47997387,0.36925806,9127.90296280,3370.55174594,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-12-13,tech_equity,NDX,0.44286322,0.00000000,-0.44286322,9127.90296280,-4042.41250260,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-12-13,long_bond,Obligacje 30+/TLT,0.33481573,0.39001960,0.05520387,9127.90296280,503.89556749,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1991-12-13,floating_bond,Obligacje/gotowka,0.11160524,0.13000653,0.01840129,9127.90296280,167.96518916,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-04-03,us_equity,SPX,0.47997387,0.45644871,-0.02352516,9314.99466308,-219.13671166,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-04-03,long_bond,Obligacje 30+/TLT,0.39001960,0.27177565,-0.11824396,9314.99466308,-1101.44181038,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-04-03,floating_bond,Obligacje/gotowka,0.13000653,0.27177565,0.14176911,9314.99466308,1320.57852204,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-06-05,long_bond,Obligacje 30+/TLT,0.27177565,0.40766347,0.13588782,9566.49122932,1299.96966495,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-06-05,floating_bond,Obligacje/gotowka,0.27177565,0.13588782,-0.13588782,9566.49122932,-1299.96966495,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-10-23,us_equity,SPX,0.45644871,0.47399468,0.01754598,10193.99822639,178.86364361,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-10-23,long_bond,Obligacje 30+/TLT,0.40766347,0.26300266,-0.14466081,10193.99822639,-1474.67204638,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-10-23,floating_bond,Obligacje/gotowka,0.13588782,0.26300266,0.12711484,10193.99822639,1295.80840277,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-12-04,us_equity,SPX,0.47399468,1.08719841,0.61320372,10131.57521601,6212.71962151,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-12-04,tech_equity,NDX,0.00000000,0.31500000,0.31500000,10131.57521601,3191.44619304,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-12-04,long_bond,Obligacje 30+/TLT,0.26300266,0.07890080,-0.18410186,10131.57521601,-1865.24184679,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-12-04,floating_bond,Obligacje/gotowka,0.26300266,0.07890080,-0.18410186,10131.57521601,-1865.24184679,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-12-18,long_bond,Obligacje 30+/TLT,0.07890080,0.11835120,0.03945040,10311.33723776,406.78636488,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-12-18,floating_bond,Obligacje/gotowka,0.07890080,0.03945040,-0.03945040,10311.33723776,-406.78636488,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-12-25,us_equity,SPX,1.08719841,1.10053174,0.01333333,10434.93041285,139.13240550,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-12-25,long_bond,Obligacje 30+/TLT,0.11835120,0.10835120,-0.01000000,10434.93041285,-104.34930413,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1992-12-25,floating_bond,Obligacje/gotowka,0.03945040,0.03611707,-0.00333333,10434.93041285,-34.78310138,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-01-22,us_equity,SPX,1.10053174,1.11386507,0.01333333,10589.64386353,141.19525151,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-01-22,long_bond,Obligacje 30+/TLT,0.10835120,0.09835120,-0.01000000,10589.64386353,-105.89643864,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-01-22,floating_bond,Obligacje/gotowka,0.03611707,0.03278373,-0.00333333,10589.64386353,-35.29881288,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-01-29,long_bond,Obligacje 30+/TLT,0.09835120,0.06556746,-0.03278373,10595.66163517,-347.36533148,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-01-29,floating_bond,Obligacje/gotowka,0.03278373,0.06556746,0.03278373,10595.66163517,347.36533148,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-02-19,us_equity,SPX,1.11386507,1.12719841,0.01333333,10859.22437361,144.78965831,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-02-19,long_bond,Obligacje 30+/TLT,0.06556746,0.05890080,-0.00666667,10859.22437361,-72.39482916,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-02-19,floating_bond,Obligacje/gotowka,0.06556746,0.05890080,-0.00666667,10859.22437361,-72.39482916,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-02-26,long_bond,Obligacje 30+/TLT,0.05890080,0.08835120,0.02945040,10498.84199219,309.19508227,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-02-26,floating_bond,Obligacje/gotowka,0.05890080,0.02945040,-0.02945040,10498.84199219,-309.19508227,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-03-19,us_equity,SPX,1.12719841,1.14565068,0.01845227,11049.35282399,203.88568656,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-03-19,long_bond,Obligacje 30+/TLT,0.08835120,0.07451199,-0.01383921,11049.35282399,-152.91426492,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-03-19,floating_bond,Obligacje/gotowka,0.02945040,0.02483733,-0.00461307,11049.35282399,-50.97142164,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-04-16,us_equity,SPX,1.14565068,1.15898401,0.01333333,10824.19482742,144.32259770,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-04-16,long_bond,Obligacje 30+/TLT,0.07451199,0.06451199,-0.01000000,10824.19482742,-108.24194827,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-04-16,floating_bond,Obligacje/gotowka,0.02483733,0.02150400,-0.00333333,10824.19482742,-36.08064942,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-05-14,us_equity,SPX,1.15898401,0.30600000,-0.85298401,10830.27183757,-9238.04873072,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-05-14,tech_equity,NDX,0.31500000,1.22400000,0.90900000,10830.27183757,9844.71710035,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-05-14,long_bond,Obligacje 30+/TLT,0.06451199,0.02250000,-0.04201199,10830.27183757,-455.00127722,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-05-14,floating_bond,Obligacje/gotowka,0.02150400,0.00750000,-0.01400400,10830.27183757,-151.66709241,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-06-04,us_equity,SPX,0.30600000,0.18000000,-0.12600000,11173.20909900,-1407.82434647,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-06-04,tech_equity,NDX,1.22400000,0.72000000,-0.50400000,11173.20909900,-5631.29738590,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-06-04,long_bond,Obligacje 30+/TLT,0.02250000,0.07500000,0.05250000,11173.20909900,586.59347770,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-06-04,floating_bond,Obligacje/gotowka,0.00750000,0.02500000,0.01750000,11173.20909900,195.53115923,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1993-10-01,us_equity,SPX,0.18000000,0.30600000,0.12600000,11591.90008308,1460.57941047,BUY
