strategy,strategy_label,date,asset,asset_label,old_weight,new_weight,delta_weight,portfolio_value_before,trade_notional,side
strategy_recommended_mix,Rekomendowany miks 30/70/0,1957-07-05,us_equity,SPX,0.83333333,1.19500000,0.36166667,177.90896366,64.34374186,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1957-07-05,tech_equity,NDX,0.00000000,0.31500000,0.31500000,177.90896366,56.04132355,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1957-07-05,floating_bond,Obligacje/gotowka,0.16666667,0.05000000,-0.11666667,177.90896366,-20.75604576,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1957-08-02,us_equity,SPX,1.19500000,0.83333333,-0.36166667,183.19584862,-66.25583192,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1957-08-02,tech_equity,NDX,0.31500000,0.00000000,-0.31500000,183.19584862,-57.70669232,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1957-08-02,floating_bond,Obligacje/gotowka,0.05000000,0.16666667,0.11666667,183.19584862,21.37284901,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1958-10-03,us_equity,SPX,0.83333333,1.19500000,0.36166667,190.86998205,69.03131018,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1958-10-03,tech_equity,NDX,0.00000000,0.31500000,0.31500000,190.86998205,60.12404435,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1958-10-03,floating_bond,Obligacje/gotowka,0.16666667,0.05000000,-0.11666667,190.86998205,-22.26816457,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1958-10-31,us_equity,SPX,1.19500000,0.83333333,-0.36166667,199.69146725,-72.22174732,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1958-10-31,tech_equity,NDX,0.31500000,0.00000000,-0.31500000,199.69146725,-62.90281218,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1958-10-31,floating_bond,Obligacje/gotowka,0.05000000,0.16666667,0.11666667,199.69146725,23.29733785,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1959-05-01,long_bond,Obligacje 30+/TLT,0.00000000,0.12500000,0.12500000,225.60409055,28.20051132,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1959-05-01,floating_bond,Obligacje/gotowka,0.16666667,0.04166667,-0.12500000,225.60409055,-28.20051132,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1959-05-08,us_equity,SPX,0.83333333,1.19500000,0.36166667,226.17222441,81.79895450,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1959-05-08,tech_equity,NDX,0.00000000,0.31500000,0.31500000,226.17222441,71.24425069,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1959-05-08,long_bond,Obligacje 30+/TLT,0.12500000,0.03750000,-0.08750000,226.17222441,-19.79006964,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1959-05-08,floating_bond,Obligacje/gotowka,0.04166667,0.01250000,-0.02916667,226.17222441,-6.59668988,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1959-06-05,us_equity,SPX,1.19500000,0.83333333,-0.36166667,230.01342394,-83.18818833,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1959-06-05,tech_equity,NDX,0.31500000,0.00000000,-0.31500000,230.01342394,-72.45422854,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1959-06-05,long_bond,Obligacje 30+/TLT,0.03750000,0.12500000,0.08750000,230.01342394,20.12617459,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1959-06-05,floating_bond,Obligacje/gotowka,0.01250000,0.04166667,0.02916667,230.01342394,6.70872486,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1961-08-04,us_equity,SPX,0.83333333,1.19500000,0.36166667,275.06340222,99.48126380,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1961-08-04,tech_equity,NDX,0.00000000,0.31500000,0.31500000,275.06340222,86.64497170,BUY
strategy_recommended_mix,Rekomendowany miks 30/70/0,1961-08-04,long_bond,Obligacje 30+/TLT,0.12500000,0.03750000,-0.08750000,275.06340222,-24.06804769,SELL
strategy_recommended_mix,Rekomendowany miks 30/70/0,1961-08-04,floating_bond,Obligacje/gotowka,0.04166667,0.01250000,-0.02916667,275.06340222,-8.02268256,SELL
