strategy,strategy_label,date,portfolio_value_before,turnover,buy,sell,target_equity,target_bonds_cash,target_gold
strategy_medium_aggressive,Strategia srednio agresywna,1981-10-02,1239.51168502,0.65500000,"NDX 16.50% ($204.52), Obligacje 30+/TLT 16.25% ($201.42)","SPX 26.50% ($328.47), Obligacje/gotowka 6.25% ($77.47)",0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1982-02-05,1364.99015249,0.22500000,Obligacje/gotowka 11.25% ($153.56),Obligacje 30+/TLT 11.25% ($153.56),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1982-04-02,1333.15122024,0.22500000,Obligacje 30+/TLT 11.25% ($149.98),Obligacje/gotowka 11.25% ($149.98),0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1982-08-06,1391.35572754,0.54049138,"SPX 18.92% ($263.21), NDX 8.11% ($112.80)","Obligacje 30+/TLT 20.27% ($282.01), Obligacje/gotowka 6.76% ($94.00)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1982-10-01,1597.44314071,0.53333333,"Obligacje 30+/TLT 20.00% ($319.49), Obligacje/gotowka 6.67% ($106.50)","SPX 18.67% ($298.19), NDX 8.00% ($127.80)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1983-04-08,2039.94159431,0.33392629,"SPX 5.54% ($112.93), Obligacje/gotowka 11.16% ($227.67)","NDX 5.54% ($112.93), Obligacje 30+/TLT 11.16% ($227.67)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1983-05-06,2090.58813636,1.69284195,"SPX 90.71% ($1,896.45), NDX 33.93% ($709.30)","Obligacje 30+/TLT 22.32% ($466.64), Obligacje/gotowka 22.32% ($466.64)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1983-08-05,2305.71881255,1.69284195,"Obligacje 30+/TLT 22.32% ($514.66), Obligacje/gotowka 22.32% ($514.66)","SPX 79.64% ($1,836.32), NDX 45.00% ($1,037.57)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1983-09-02,2287.12330278,1.69284195,"SPX 79.64% ($1,821.51), NDX 45.00% ($1,029.21)","Obligacje 30+/TLT 22.32% ($510.51), Obligacje/gotowka 22.32% ($510.51)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1983-11-04,2373.29034392,1.69284195,"Obligacje 30+/TLT 33.48% ($794.61), Obligacje/gotowka 11.16% ($264.87)","SPX 79.64% ($1,890.14), NDX 45.00% ($1,067.98)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1983-12-30,2358.81989601,0.22321049,Obligacje/gotowka 11.16% ($263.26),Obligacje 30+/TLT 11.16% ($263.26),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1984-02-24,2331.61432600,0.22321049,Obligacje/gotowka 11.16% ($260.22),Obligacje 30+/TLT 11.16% ($260.22),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1984-04-20,2309.64503320,0.22321049,Obligacje 30+/TLT 11.16% ($257.77),Obligacje/gotowka 11.16% ($257.77),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1984-06-15,2252.81744611,0.22321049,Obligacje/gotowka 11.16% ($251.43),Obligacje 30+/TLT 11.16% ($251.43),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1984-08-10,2311.31334544,0.22321049,Obligacje 30+/TLT 11.16% ($257.95),Obligacje/gotowka 11.16% ($257.95),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1984-10-05,2456.41266509,0.22321049,Obligacje 30+/TLT 11.16% ($274.15),Obligacje/gotowka 11.16% ($274.15),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1984-11-30,2646.49171787,1.69284195,"SPX 79.64% ($2,107.72), NDX 45.00% ($1,190.92)","Obligacje 30+/TLT 33.48% ($886.09), Obligacje/gotowka 11.16% ($295.36)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1984-12-07,2595.53523985,1.69284195,"Obligacje 30+/TLT 33.48% ($869.03), Obligacje/gotowka 11.16% ($289.68)","SPX 79.64% ($2,067.14), NDX 45.00% ($1,167.99)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1985-01-04,2606.60847016,1.69284195,"SPX 79.64% ($2,075.96), NDX 45.00% ($1,172.97)","Obligacje 30+/TLT 33.48% ($872.73), Obligacje/gotowka 11.16% ($290.91)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1985-06-07,3170.04659506,1.69284195,"Obligacje 30+/TLT 33.48% ($1,061.38), Obligacje/gotowka 11.16% ($353.79)","SPX 79.64% ($2,524.69), NDX 45.00% ($1,426.52)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1985-08-02,3213.07271167,1.69284195,"SPX 79.64% ($2,558.96), NDX 45.00% ($1,445.88)","Obligacje 30+/TLT 33.48% ($1,075.79), Obligacje/gotowka 11.16% ($358.60)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1985-09-06,3078.73249743,1.69284195,"Obligacje 30+/TLT 33.48% ($1,030.81), Obligacje/gotowka 11.16% ($343.60)","SPX 79.64% ($2,451.97), NDX 45.00% ($1,385.43)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1985-10-04,3065.29689152,1.69284195,"SPX 79.64% ($2,441.27), NDX 45.00% ($1,379.38)","Obligacje 30+/TLT 33.48% ($1,026.31), Obligacje/gotowka 11.16% ($342.10)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1985-10-25,3075.30059225,1.98000000,"NDX 99.00% ($3,044.55)","SPX 99.00% ($3,044.55)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1986-02-07,3915.98279726,1.33728639,"Obligacje 30+/TLT 20.15% ($789.00), Obligacje/gotowka 6.72% ($263.00)","SPX 21.37% ($836.96), NDX 85.49% ($3,347.83)",0.73135680,0.26864320,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1986-02-14,4017.90598388,0.08888889,"SPX 0.89% ($35.71), NDX 3.56% ($142.86)","Obligacje 30+/TLT 3.33% ($133.93), Obligacje/gotowka 1.11% ($44.64)",0.77580125,0.22419875,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1986-03-14,4378.42005053,0.08888889,"SPX 0.89% ($38.92), NDX 3.56% ($155.68)","Obligacje 30+/TLT 3.33% ($145.95), Obligacje/gotowka 1.11% ($48.65)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1986-04-04,4627.83111133,1.15950862,"SPX 19.60% ($906.83), NDX 78.38% ($3,627.31)","Obligacje 30+/TLT 13.48% ($623.90), Obligacje/gotowka 4.49% ($207.97)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1986-05-02,4842.16749648,1.69284195,"Obligacje 30+/TLT 33.48% ($1,621.23), Obligacje/gotowka 11.16% ($540.41)","SPX 24.93% ($1,207.08), NDX 99.71% ($4,828.30)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1986-08-08,4979.51836500,1.69284195,"SPX 24.93% ($1,241.32), NDX 99.71% ($4,965.26)","Obligacje 30+/TLT 33.48% ($1,667.22), Obligacje/gotowka 11.16% ($555.74)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1986-09-05,5121.11587295,1.69284195,"Obligacje 30+/TLT 33.48% ($1,714.63), Obligacje/gotowka 11.16% ($571.54)","SPX 24.93% ($1,276.61), NDX 99.71% ($5,106.45)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1986-12-05,5161.97818081,0.22321049,Obligacje/gotowka 11.16% ($576.10),Obligacje 30+/TLT 11.16% ($576.10),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1987-01-02,5246.47159704,1.69284195,"SPX 24.93% ($1,307.86), NDX 99.71% ($5,231.45)","Obligacje 30+/TLT 22.32% ($1,171.07), Obligacje/gotowka 22.32% ($1,171.07)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1987-04-03,7263.46137772,1.69284195,"Obligacje 30+/TLT 11.16% ($810.64), Obligacje/gotowka 33.48% ($2,431.92)","SPX 8.32% ($604.40), NDX 116.32% ($8,448.93)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1987-04-10,7196.47348067,0.55357903,"SPX 27.68% ($1,991.91)","NDX 27.68% ($1,991.91)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1987-08-21,7555.59782578,0.44642097,"Obligacje 30+/TLT 22.32% ($1,686.49)","Obligacje/gotowka 22.32% ($1,686.49)",0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1987-10-30,7076.56020088,0.22321049,Obligacje/gotowka 11.16% ($789.78),Obligacje 30+/TLT 11.16% ($789.78),0.55357903,0.44642097,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1987-11-06,7018.90169936,1.11338137,"NDX 47.84% ($3,357.97), Obligacje 30+/TLT 7.83% ($549.38)","SPX 43.40% ($3,046.02), Obligacje/gotowka 12.27% ($861.33)",0.59802347,0.40197653,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1987-12-04,6344.58825982,0.08888889,"SPX 0.89% ($56.40), NDX 3.56% ($225.59)","Obligacje 30+/TLT 3.33% ($211.49), Obligacje/gotowka 1.11% ($70.50)",0.64246791,0.35753209,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1988-01-01,6377.40199758,0.08888889,"SPX 0.89% ($56.69), NDX 3.56% ($226.75)","Obligacje 30+/TLT 3.33% ($212.58), Obligacje/gotowka 1.11% ($70.86)",0.68691236,0.31308764,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1988-01-29,6649.65916224,0.08888889,"SPX 0.89% ($59.11), NDX 3.56% ($236.43)","Obligacje 30+/TLT 3.33% ($221.66), Obligacje/gotowka 1.11% ($73.89)",0.73135680,0.26864320,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1988-02-26,6910.43873347,0.08888889,"SPX 0.89% ($61.43), NDX 3.56% ($245.70)","Obligacje 30+/TLT 3.33% ($230.35), Obligacje/gotowka 1.11% ($76.78)",0.77580125,0.22419875,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1988-03-25,7099.96029062,0.08888889,"SPX 0.89% ($63.11), NDX 3.56% ($252.44)","Obligacje 30+/TLT 3.33% ($236.67), Obligacje/gotowka 1.11% ($78.89)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1988-06-03,6830.96696709,1.15950862,"SPX 19.60% ($1,338.53), NDX 78.38% ($5,354.14)","Obligacje 30+/TLT 13.48% ($920.92), Obligacje/gotowka 4.49% ($306.97)",1.80000000,0.00000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1988-07-01,7607.71958604,1.15950862,"Obligacje 30+/TLT 13.48% ($1,025.64), Obligacje/gotowka 4.49% ($341.88)","SPX 19.60% ($1,490.74), NDX 78.38% ($5,962.96)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1988-07-22,7514.12673892,1.40702457,"SPX 48.60% ($3,651.50), Obligacje/gotowka 21.76% ($1,634.78)","NDX 65.62% ($4,930.74), Obligacje 30+/TLT 4.73% ($355.54)",0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1988-09-23,7506.52457095,1.31239311,"NDX 65.62% ($4,925.76)","SPX 48.60% ($3,647.80), Obligacje 30+/TLT 4.26% ($319.49), Obligacje/gotowka 12.77% ($958.47)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1989-03-17,8404.20549445,1.31239311,"SPX 48.60% ($4,084.03), Obligacje 30+/TLT 4.26% ($357.69), Obligacje/gotowka 12.77% ($1,073.08)","NDX 65.62% ($5,514.81)",0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1989-03-24,8373.28358354,1.31239311,"NDX 65.62% ($5,494.52)","SPX 48.60% ($4,069.00), Obligacje 30+/TLT 4.26% ($356.38), Obligacje/gotowka 12.77% ($1,069.14)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1989-04-07,8370.13707103,1.31239311,"SPX 48.60% ($4,067.48), Obligacje 30+/TLT 4.26% ($356.24), Obligacje/gotowka 12.77% ($1,068.73)","NDX 65.62% ($5,492.46)",0.65000000,0.35000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1989-04-14,8425.28828025,1.31239311,"NDX 65.62% ($5,528.65)","SPX 48.60% ($4,094.28), Obligacje 30+/TLT 4.26% ($358.59), Obligacje/gotowka 12.77% ($1,075.78)",0.82024569,0.17975431,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1990-09-07,10055.54017173,0.54049138,"Obligacje 30+/TLT 18.01% ($1,810.61), Obligacje/gotowka 9.02% ($906.85)","SPX 5.40% ($543.49), NDX 21.62% ($2,173.97)",0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1990-11-02,9688.82112229,0.22500000,"Obligacje/gotowka 11.25% ($1,089.99)","Obligacje 30+/TLT 11.25% ($1,089.99)",0.55000000,0.45000000,0.00000000
strategy_medium_aggressive,Strategia srednio agresywna,1990-12-28,10257.53069689,0.22500000,"Obligacje 30+/TLT 11.25% ($1,153.97)","Obligacje/gotowka 11.25% ($1,153.97)",0.55000000,0.45000000,0.00000000
strategy_aggressive,Strategia agresywna,1954-07-02,100.00000000,1.00000000,"SPX 83.33% ($83.33), Obligacje/gotowka 16.67% ($16.67)",,0.83333333,0.16666667,0.00000000
strategy_aggressive,Strategia agresywna,1955-07-01,135.45170697,2.63333333,"SPX 164.17% ($222.37), NDX 82.50% ($111.75)",Obligacje/gotowka 16.67% ($22.58),3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1955-09-02,163.51235423,2.63333333,Obligacje/gotowka 16.67% ($27.25),"SPX 164.17% ($268.43), NDX 82.50% ($134.90)",0.83333333,0.16666667,0.00000000
strategy_aggressive,Strategia agresywna,1956-02-03,174.63199891,2.63333333,"SPX 164.17% ($286.69), NDX 82.50% ($144.07)",Obligacje/gotowka 16.67% ($29.11),3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1956-03-02,177.53043986,2.50000000,"Obligacje 30+/TLT 5.00% ($8.88), Obligacje/gotowka 5.00% ($8.88)","SPX 157.50% ($279.61), NDX 82.50% ($146.46)",0.90000000,0.10000000,0.00000000
strategy_aggressive,Strategia agresywna,1956-04-06,194.62162088,2.50000000,"SPX 157.50% ($306.53), NDX 82.50% ($160.56)","Obligacje 30+/TLT 5.00% ($9.73), Obligacje/gotowka 5.00% ($9.73)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1956-05-04,200.52148617,2.50000000,"Obligacje 30+/TLT 5.00% ($10.03), Obligacje/gotowka 5.00% ($10.03)","SPX 157.50% ($315.82), NDX 82.50% ($165.43)",0.90000000,0.10000000,0.00000000
strategy_aggressive,Strategia agresywna,1956-06-29,190.20459374,0.23333333,Obligacje/gotowka 11.67% ($22.19),"SPX 6.67% ($12.68), Obligacje 30+/TLT 5.00% ($9.51)",0.83333333,0.16666667,0.00000000
strategy_aggressive,Strategia agresywna,1957-07-05,201.69620661,2.63333333,"SPX 164.17% ($331.12), NDX 82.50% ($166.40)",Obligacje/gotowka 16.67% ($33.62),3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1957-08-02,212.84144783,2.63333333,Obligacje/gotowka 16.67% ($35.47),"SPX 164.17% ($349.41), NDX 82.50% ($175.59)",0.83333333,0.16666667,0.00000000
strategy_aggressive,Strategia agresywna,1958-10-03,215.95420773,2.63333333,"SPX 164.17% ($354.52), NDX 82.50% ($178.16)",Obligacje/gotowka 16.67% ($35.99),3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1958-10-31,235.47312084,2.63333333,Obligacje/gotowka 16.67% ($39.25),"SPX 164.17% ($386.57), NDX 82.50% ($194.27)",0.83333333,0.16666667,0.00000000
strategy_aggressive,Strategia agresywna,1959-05-01,269.08943690,0.25000000,Obligacje 30+/TLT 12.50% ($33.64),Obligacje/gotowka 12.50% ($33.64),0.83333333,0.16666667,0.00000000
strategy_aggressive,Strategia agresywna,1959-05-08,269.76707896,2.63333333,"SPX 164.17% ($442.87), NDX 82.50% ($222.56)","Obligacje 30+/TLT 12.50% ($33.72), Obligacje/gotowka 4.17% ($11.24)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1959-06-05,277.62248506,2.63333333,"Obligacje 30+/TLT 12.50% ($34.70), Obligacje/gotowka 4.17% ($11.57)","SPX 164.17% ($455.76), NDX 82.50% ($229.04)",0.83333333,0.16666667,0.00000000
strategy_aggressive,Strategia agresywna,1961-08-04,329.30296592,2.63333333,"SPX 164.17% ($540.61), NDX 82.50% ($271.67)","Obligacje 30+/TLT 12.50% ($41.16), Obligacje/gotowka 4.17% ($13.72)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1961-10-06,352.21083845,2.70246779,"Obligacje 30+/TLT 5.03% ($17.72), Obligacje/gotowka 15.09% ($53.16)","SPX 167.62% ($590.39), NDX 82.50% ($290.57)",0.79876611,0.20123389,0.00000000
strategy_aggressive,Strategia agresywna,1961-11-03,356.81284524,2.70246779,"SPX 167.62% ($598.10), NDX 82.50% ($294.37)","Obligacje 30+/TLT 5.03% ($17.95), Obligacje/gotowka 15.09% ($53.85)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1962-01-05,415.26176225,2.50000000,"Obligacje 30+/TLT 5.00% ($20.76), Obligacje/gotowka 5.00% ($20.76)","SPX 157.50% ($654.04), NDX 82.50% ($342.59)",0.90000000,0.10000000,0.00000000
strategy_aggressive,Strategia agresywna,1962-02-02,389.98985264,2.50000000,"SPX 157.50% ($614.23), NDX 82.50% ($321.74)","Obligacje 30+/TLT 5.00% ($19.50), Obligacje/gotowka 5.00% ($19.50)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1962-03-02,407.53189007,2.50000000,"Obligacje 30+/TLT 5.00% ($20.38), Obligacje/gotowka 5.00% ($20.38)","SPX 157.50% ($641.86), NDX 82.50% ($336.21)",0.90000000,0.10000000,0.00000000
strategy_aggressive,Strategia agresywna,1962-12-07,361.54652854,2.50000000,"SPX 157.50% ($569.44), NDX 82.50% ($298.28)","Obligacje 30+/TLT 5.00% ($18.08), Obligacje/gotowka 5.00% ($18.08)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1963-01-04,406.42122435,2.50000000,"Obligacje 30+/TLT 5.00% ($20.32), Obligacje/gotowka 5.00% ($20.32)","SPX 157.50% ($640.11), NDX 82.50% ($335.30)",0.90000000,0.10000000,0.00000000
strategy_aggressive,Strategia agresywna,1963-03-01,435.77187120,2.50000000,"SPX 157.50% ($686.34), NDX 82.50% ($359.51)","Obligacje 30+/TLT 5.00% ($21.79), Obligacje/gotowka 5.00% ($21.79)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1963-03-08,433.60753502,2.50000000,"Obligacje 30+/TLT 5.00% ($21.68), Obligacje/gotowka 5.00% ($21.68)","SPX 157.50% ($682.93), NDX 82.50% ($357.73)",0.90000000,0.10000000,0.00000000
strategy_aggressive,Strategia agresywna,1963-07-05,459.51683491,2.50000000,"SPX 157.50% ($723.74), NDX 82.50% ($379.10)","Obligacje 30+/TLT 5.00% ($22.98), Obligacje/gotowka 5.00% ($22.98)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1964-01-31,608.51067412,2.50000000,"Obligacje 30+/TLT 5.00% ($30.43), Obligacje/gotowka 5.00% ($30.43)","SPX 157.50% ($958.40), NDX 82.50% ($502.02)",0.90000000,0.10000000,0.00000000
strategy_aggressive,Strategia agresywna,1964-02-07,618.16501851,2.50000000,"SPX 157.50% ($973.61), NDX 82.50% ($509.99)","Obligacje 30+/TLT 5.00% ($30.91), Obligacje/gotowka 5.00% ($30.91)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1965-02-05,912.56361821,2.50000000,"Obligacje 30+/TLT 5.00% ($45.63), Obligacje/gotowka 5.00% ($45.63)","SPX 157.50% ($1,437.29), NDX 82.50% ($752.86)",0.90000000,0.10000000,0.00000000
strategy_aggressive,Strategia agresywna,1965-03-05,919.81155392,2.50000000,"SPX 157.50% ($1,448.70), NDX 82.50% ($758.84)","Obligacje 30+/TLT 5.00% ($45.99), Obligacje/gotowka 5.00% ($45.99)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1965-06-04,1005.77476624,2.50000000,"Obligacje 30+/TLT 5.00% ($50.29), Obligacje/gotowka 5.00% ($50.29)","SPX 157.50% ($1,584.10), NDX 82.50% ($829.76)",0.90000000,0.10000000,0.00000000
strategy_aggressive,Strategia agresywna,1965-10-01,978.39436613,2.50000000,"SPX 157.50% ($1,540.97), NDX 82.50% ($807.18)","Obligacje 30+/TLT 5.00% ($48.92), Obligacje/gotowka 5.00% ($48.92)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1966-03-04,1079.05587412,2.50000000,"Obligacje 30+/TLT 5.00% ($53.95), Obligacje/gotowka 5.00% ($53.95)","SPX 157.50% ($1,699.51), NDX 82.50% ($890.22)",0.90000000,0.10000000,0.00000000
strategy_aggressive,Strategia agresywna,1966-08-26,946.00605539,0.25950862,Obligacje/gotowka 12.98% ($122.75),"SPX 7.98% ($75.45), Obligacje 30+/TLT 5.00% ($47.30)",0.82024569,0.17975431,0.00000000
strategy_aggressive,Strategia agresywna,1966-12-02,944.45038328,0.26963146,Obligacje 30+/TLT 13.48% ($127.33),Obligacje/gotowka 13.48% ($127.33),0.82024569,0.17975431,0.00000000
strategy_aggressive,Strategia agresywna,1967-02-03,994.94813985,2.65950862,"SPX 165.48% ($1,646.39), NDX 82.50% ($820.83)","Obligacje 30+/TLT 13.48% ($134.13), Obligacje/gotowka 4.49% ($44.71)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1967-03-03,1086.69952872,2.65950862,"Obligacje 30+/TLT 13.48% ($146.50), Obligacje/gotowka 4.49% ($48.83)","SPX 165.48% ($1,798.22), NDX 82.50% ($896.53)",0.82024569,0.17975431,0.00000000
strategy_aggressive,Strategia agresywna,1967-07-07,1133.07213703,2.65950862,"SPX 165.48% ($1,874.96), NDX 82.50% ($934.78)","Obligacje 30+/TLT 13.48% ($152.76), Obligacje/gotowka 4.49% ($50.92)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1967-10-06,1309.92509078,2.65950862,"Obligacje 30+/TLT 13.48% ($176.60), Obligacje/gotowka 4.49% ($58.87)","SPX 165.48% ($2,167.60), NDX 82.50% ($1,080.69)",0.82024569,0.17975431,0.00000000
strategy_aggressive,Strategia agresywna,1967-12-01,1261.27068345,2.65950862,"SPX 165.48% ($2,087.09), NDX 82.50% ($1,040.55)","Obligacje 30+/TLT 13.48% ($170.04), Obligacje/gotowka 4.49% ($56.68)",3.30000000,0.00000000,0.00000000
strategy_aggressive,Strategia agresywna,1968-01-05,1359.26398708,2.50000000,"Obligacje 30+/TLT 2.50% ($33.98), Obligacje/gotowka 7.50% ($101.94)","SPX 157.50% ($2,140.84), NDX 82.50% ($1,121.39)",0.90000000,0.10000000,0.00000000
strategy_aggressive,Strategia agresywna,1968-03-01,1297.15931113,0.20950862,Obligacje/gotowka 10.48% ($135.88),"SPX 7.98% ($103.45), Obligacje 30+/TLT 2.50% ($32.43)",0.82024569,0.17975431,0.00000000
strategy_aggressive,Strategia agresywna,1968-08-30,1411.33040417,0.26963146,Obligacje 30+/TLT 13.48% ($190.27),Obligacje/gotowka 13.48% ($190.27),0.82024569,0.17975431,0.00000000
strategy_aggressive,Strategia agresywna,1969-03-07,1445.16857414,0.34049138,"Obligacje 30+/TLT 4.02% ($58.07), Obligacje/gotowka 13.01% ($187.96)",SPX 17.02% ($246.03),0.65000000,0.35000000,0.00000000
strategy_aggressive,Strategia agresywna,1969-05-30,1475.21272127,0.35000000,Obligacje/gotowka 17.50% ($258.16),Obligacje 30+/TLT 17.50% ($258.16),0.65000000,0.35000000,0.00000000
strategy_aggressive,Strategia agresywna,1969-08-01,1393.60288363,0.58202457,"NDX 24.61% ($342.93), Obligacje 30+/TLT 4.49% ($62.63)","SPX 7.58% ($105.67), Obligacje/gotowka 21.52% ($299.88)",0.82024569,0.17975431,0.00000000
strategy_aggressive,Strategia agresywna,1969-09-26,1391.95414267,0.58202457,"SPX 7.58% ($105.55), Obligacje/gotowka 21.52% ($299.53)","NDX 24.61% ($342.52), Obligacje 30+/TLT 4.49% ($62.55)",0.65000000,0.35000000,0.00000000
strategy_aggressive,Strategia agresywna,1969-10-31,1404.60064339,0.67190172,"NDX 24.61% ($345.64), Obligacje 30+/TLT 8.99% ($126.24)","SPX 7.58% ($106.51), Obligacje/gotowka 26.01% ($365.37)",0.82024569,0.17975431,0.00000000
strategy_aggressive,Strategia agresywna,1970-01-02,1340.23498669,0.54049138,"Obligacje 30+/TLT 24.76% ($331.87), Obligacje/gotowka 2.26% ($30.32)","SPX 18.92% ($253.53), NDX 8.11% ($108.66)",0.55000000,0.45000000,0.00000000
strategy_aggressive,Strategia agresywna,1970-02-27,1375.21278056,0.22500000,Obligacje/gotowka 11.25% ($154.71),Obligacje 30+/TLT 11.25% ($154.71),0.55000000,0.45000000,0.00000000
strategy_aggressive,Strategia agresywna,1970-04-24,1365.81141720,0.22500000,Obligacje 30+/TLT 11.25% ($153.65),Obligacje/gotowka 11.25% ($153.65),0.55000000,0.45000000,0.00000000
strategy_aggressive,Strategia agresywna,1970-06-19,1241.17561232,0.33000000,SPX 16.50% ($204.79),NDX 16.50% ($204.79),0.55000000,0.45000000,0.00000000
strategy_aggressive,Strategia agresywna,1970-11-06,1390.68354818,0.39284195,"Obligacje 30+/TLT 14.73% ($204.87), Obligacje/gotowka 4.91% ($68.29)",SPX 19.64% ($273.16),0.35357903,0.64642097,0.00000000
strategy_aggressive,Strategia agresywna,1971-01-01,1517.33549920,0.40000000,"SPX 3.39% ($51.48), NDX 16.61% ($251.99)","Obligacje 30+/TLT 15.00% ($227.60), Obligacje/gotowka 5.00% ($75.87)",0.55357903,0.44642097,0.00000000
strategy_aggressive,Strategia agresywna,1971-05-07,1715.12363726,0.22321049,Obligacje/gotowka 11.16% ($191.42),Obligacje 30+/TLT 11.16% ($191.42),0.55357903,0.44642097,0.00000000
strategy_aggressive,Strategia agresywna,1971-07-23,1653.04881942,0.55535790,"SPX 16.61% ($274.53), Obligacje/gotowka 11.16% ($184.49)","NDX 16.61% ($274.53), Obligacje 30+/TLT 11.16% ($184.49)",0.55357903,0.44642097,0.00000000
