date,strategy,strategy_recommended_mix,strategy_medium_aggressive,strategy_aggressive,benchmark_100_equity,benchmark_80_20,benchmark_60_40
1967-02-03,381.84966726399495,502.01300402520735,564.0127322080215,996.2486522535064,454.001211322428,359.27583077221874,283.7744063279251
1967-02-10,384.21581304100283,508.77890642764976,573.3742017254958,1025.529893219062,458.1779212598707,361.6304052215908,284.88327143696813
1967-02-17,386.4315633403505,515.5704258377855,582.8910526847746,1055.6717537403313,462.39305599765856,363.90012787661294,285.8384688561955
1967-02-24,388.99441456595196,522.5864173173276,592.565864103224,1086.6995287158659,466.6469690353891,366.38913985429974,287.11898696491215
1967-03-03,391.64577833569416,526.1167455852557,596.5535859553096,1097.9001695852096,469.0803988597284,368.548525017589,289.00612638149533
1967-03-10,393.7211458246604,528.9046872651797,599.714779018539,1103.7180449310654,471.5265183212087,370.3579001361435,290.3367719055427
1967-03-17,396.401596377978,532.5054663360189,603.797632653149,1111.232148950156,473.9853935926405,372.5385392745213,292.24171073292615
1967-03-24,397.9020827038287,534.5211423019554,606.0831685835169,1115.4384605785167,476.45709119190656,374.0002661886709,293.011087801043
1967-03-31,399.6660468625022,536.8907608037406,608.7700330987559,1120.3833793190677,478.9416779837612,375.6252401212666,294.02929588112465
1967-04-07,401.5216305848703,539.3834563035412,611.5964522378133,1125.5851350794,481.3097493434839,377.28121545943736,295.1680078288288
1967-04-14,402.51785278415923,540.7217298414226,613.1138946775595,1128.3778436493524,483.6895293563108,378.41600738564887,295.4842052353776
1967-04-21,403.34373122182495,541.831172352766,614.3718700491985,1130.69302774408,486.0810759143141,379.4494204303959,295.63708857639017
1967-04-28,403.9983432385527,542.7105443846191,615.3689729610385,1132.5281008737636,488.4844471958063,380.3808691971338,295.6267683809945
1967-05-05,405.84137096489616,545.1863728067401,618.1762668474616,1137.6946584245725,490.97814963372883,382.05752290457957,296.7237444837473
1967-05-12,407.16706301478587,546.9672391546429,620.1955567006419,1141.410969455874,493.4845823681523,383.42049174989523,297.3260669731493
1967-05-19,408.3219572066513,548.518664466315,621.9546878075416,1144.6484830440206,496.00381038696247,384.6817025197481,297.76425308727306
1967-05-26,410.3616397586938,551.2586688418705,625.0615256899827,1150.3663228463636,498.5358990098067,386.48665193990996,299.0384282354916
1967-06-02,410.1110287858472,550.9220109823061,624.6797958647138,1149.663785388262,497.543028632355,386.1595547948249,299.1278116186327
1967-06-09,408.8871935699804,549.27797385355,622.8156540124863,1146.23300950513,496.5521356282245,385.2374546774653,298.29498766565325
1967-06-16,406.6975626345178,546.3365365509602,619.480415236213,1140.094819568322,495.5632160593331,383.72532791597945,296.5473400814547
1967-06-23,405.48654975418367,544.7097242866464,617.6358043240991,1136.6999885239566,494.5762659954414,382.8127300907743,295.7274034443659
1967-06-30,404.1924132189405,542.9712479901357,615.6645797290178,1133.0721370313456,493.5912815141375,381.84973952607936,294.82852259110484
1967-07-07,406.5110209091568,545.2045342391561,617.7685387132237,1133.5450571389872,496.03246059784783,383.8114426306547,296.3996603872584
1967-07-14,408.8415238181238,549.4425455147009,623.1107967495357,1150.5586479413794,498.485713143027,385.78219038991006,297.97757476043387
1967-07-21,409.50905000991054,553.0376504650125,628.4992528667436,1167.827598925679,500.95109886199725,386.7358380314202,297.9770441322826
1967-07-28,411.4156051909944,557.1578259648015,633.9343065705742,1185.355742840849,503.4286777624028,388.4516302524122,299.1473340754051
1967-08-04,412.3262974750411,560.635134571917,638.9850315145165,1201.6475312106936,505.7438473440298,389.5230861271442,299.4218746440387
1967-08-11,413.68495736638334,564.3160521754334,644.0759969411002,1218.163237480199,508.069663935707,390.87136206318553,300.11770039119136
1967-08-18,415.4053518816045,568.1673400295767,649.2075234570623,1234.9059392259119,510.4061765009418,392.44364382301,301.1519675698078
1967-08-25,416.6847679064236,571.8610326291252,654.3799342234995,1251.8787563232631,512.7534342284152,393.7473886025364,301.7679546353923
1967-09-01,418.5090002167759,574.7918516097674,657.9431865881229,1263.2785090905027,514.4390127862217,395.24932302532676,303.0781151178211
1967-09-08,419.6185885065953,577.4399469954758,661.5258416983837,1274.7820693251172,516.1301323602064,396.31324314520907,303.71343687659333
1967-09-15,420.5501996290385,580.0255531351363,665.128005206787,1286.390382309912,517.8268111653972,397.26921181303754,304.1802445176397
1967-09-22,421.1213467455104,582.4727347862303,668.7497833411403,1298.1044019355481,519.5290674767004,398.0054740536734,304.3077897227172
1967-09-29,422.7840904128927,585.382871017473,672.3912829076869,1309.9250907789249,521.2369196290973,399.4128215646792,305.45950116239203
1967-10-06,422.3941169054343,584.123403948717,670.5904184598269,1300.9692040331047,521.3638140491742,399.23667638945705,305.1157158786093
1967-10-13,421.8225334423586,583.3329685124032,669.6829759118652,1299.20873329444,521.4907393615251,398.9497439420925,304.6028609400901
1967-10-20,421.3435876437674,582.6706405135436,668.9226043757988,1297.7335855368597,521.6176955736711,398.72009821565666,304.1780313159979
1967-10-27,421.0477222954192,582.2614921199681,668.4528902869517,1296.8223235392695,521.7446826931345,398.6032997838913,303.92577178104585
1967-11-03,416.9723877093064,576.6257642170553,661.982913040377,1284.2703381292768,517.9445429379092,395.36162329925156,301.1960160602184
1967-11-10,413.8387761704121,572.2923330315975,657.0080097710019,1274.618849279547,514.1720815906068,392.70255342602616,299.3382973085053
1967-11-17,412.1578471536571,569.9677978646389,654.3393767393553,1269.441606516354,510.42709705488784,390.94222960147914,298.8349142603934
1967-11-24,409.5049405173942,566.2991273204443,650.1276377492861,1261.2706834451744,506.70938920274403,388.5865426509481,297.4101272077207
1967-12-01,411.64580802633964,568.3404253223246,652.0188092348723,1261.155811174718,509.8243454804326,390.58397269371807,298.63934360167696
1967-12-08,414.3319844692825,573.7637958986531,659.0837420601636,1284.998177465743,512.9584507078321,392.91976055339154,300.37535452829945
1967-12-15,416.58817716238667,579.0530053342866,666.2252267810735,1309.2912877689819,516.1118226016109,394.9935664264967,301.69954516102473
1967-12-22,418.9464078871235,584.4283994312266,673.4440928736731,1334.0436634770704,519.2845796020913,397.1334648957382,303.11381722198905
1967-12-29,420.86263655759996,589.6631296958079,680.7411788018,1359.2639870810306,522.4768408776984,399.1178548352103,304.2796370077224
1968-01-05,421.256171590815,588.5835447139999,678.6878974019554,1348.6087854245445,522.4551381876739,400.42137386774135,306.27983097249177
1968-01-12,421.36378243082834,588.733899709217,678.8612697574761,1348.9532905832484,522.4334363991378,400.7727591431591,306.8300980970965
1968-01-19,421.11737389366095,588.3896151146292,678.4642797469548,1348.1644387148651,522.4117355120526,399.9454101440499,305.5760127476327
1968-01-26,421.2420166787484,588.5637673222818,678.6650923532554,1348.5634699133254,522.3900355263808,400.3540621770076,306.2131623081838
1968-02-02,417.0970357658624,582.7723564824946,671.9870931445688,1335.2937351259977,516.7406887084989,396.69528801867745,303.9278110490508
1968-02-09,413.06027843803196,577.1321567717291,665.4834534879649,1322.3704671383014,511.1524363168085,393.29286307112625,302.0010840830475
1968-02-16,409.2278337101465,571.7774247701992,659.3089828696345,1310.1012851577448,505.6246176503418,390.4703817352154,300.9324067983113
1968-02-23,405.0137597839024,566.0571856621127,652.7959293903139,1297.159311128481,500.1565791532302,386.84681661511826,298.60151170575926
1968-03-01,404.0378126737374,564.401031159357,650.7416055965923,1293.0772004456105,498.5879725626269,385.9589495224212,298.1673312768305
1968-03-08,403.0689659918636,563.0476477651982,649.1811851964142,1289.9765165101937,497.02428548470954,384.04646940210324,296.1475319639635
1968-03-15,402.10244251802516,561.6975096638552,647.6245065453487,1286.8832677386358,495.46550249074966,382.68393743660056,294.97495626477854
1968-03-22,401.1382366813761,560.3506090734046,646.0715606710147,1283.797436302076,493.9116082004069,382.3455034529785,295.37833219973095
1968-03-29,400.1763429244289,559.006938230584,644.5223386225463,1280.7190044144058,492.3625872815772,381.363557764603,294.78751641089696
1968-04-05,406.3614679826445,567.6469487721848,654.4840750861804,1300.5137957527645,501.53545380120903,388.41336236747344,300.19429135570783
1968-04-12,412.6521638086182,576.4344312788196,664.6158433853507,1320.6464543613126,510.8792136469393,394.1760781469378,303.50927688448337
1968-04-19,419.0402430163661,585.3579487786334,674.9044569505492,1341.0907774396821,520.3970506140237,398.9209029631304,305.1616841223424
1968-04-26,425.5272131534329,594.4196071670698,685.3523438315248,1361.8515897228287,530.0922078128028,405.23413926651585,309.13527423114505
1968-05-03,427.3802023938466,597.0080506374862,688.3367605262902,1367.7818716526162,532.7777167768836,406.4549106409373,309.43170428172573
1968-05-10,429.24657915617945,599.6151951575046,691.3427391076794,1373.7549988281237,535.4768308426616,408.24980343396146,310.59696957078825
1968-05-17,431.12110641823006,602.2337251228967,694.3618448497116,1379.7542107536883,538.189618935169,409.25229578627443,310.54884400219385
1968-05-24,433.00381977337213,604.8636902541002,697.3941350789248,1385.7796213418665,540.9161503286205,410.7749539985753,311.28641446576
1968-05-31,434.8947549704162,607.5051404886827,700.4396673722038,1391.8313450026724,543.6564946481819,413.109028262451,313.2469372485138
1968-06-07,437.5818303742127,611.25872018131,704.7674597415719,1400.4310251106654,547.6114864958045,415.8377059296673,315.1062610455581
1968-06-14,440.2847520369052,615.0344355369381,709.1207740290212,1409.0814193732451,551.5952501150673,418.93307104675773,317.50503009643717
1968-06-21,443.0043695151173,618.8334733024983,713.5009785268842,1417.7852467000432,555.6079948148325,422.1671670672505,320.09742041952325
1968-06-28,445.74078593808855,622.6559775393815,717.9082393346818,1426.542837144496,559.6499314266422,424.4786268714903,321.2739861084112
1968-07-05,445.8800336519966,622.8504928813893,718.1325111183659,1426.988483661779,559.7199128252556,425.0885852709126,322.15712753453255
1968-07-12,446.0187083366895,623.0442077580203,718.3558599836008,1427.432296264042,559.7899029746895,425.4005501810025,322.5896941204371
1968-07-19,446.15742615107365,623.2379828825823,718.5792783133354,1427.8762468979908,559.8599018760384,425.53358495869577,322.75112174101906
1968-07-26,446.29618710856295,623.4318182738131,718.8027661291742,1428.320335606555,559.9299095303965,426.5007071666438,324.17781453907753
1968-08-02,444.9630475717165,621.5695536399754,716.6556171854879,1424.053773700626,557.748499734902,425.5584041363422,324.00830132330844
1968-08-09,443.6338902804641,619.7128518110264,714.5148820298441,1419.7999565201224,555.5755884114751,424.02158286615617,322.93040731685306
1968-08-16,442.3087033393666,617.8616961702095,712.380541503499,1415.558845995041,553.4111424512392,422.6098529959107,322.0381822603801
1968-08-23,440.98747488851825,616.0160701504041,710.2525765049377,1411.3304041690983,551.2551288743055,421.0849801817473,320.9688241172377
1968-08-30,439.4323849086853,613.8437626073176,707.7479551091653,1406.3535150401908,549.10751482927,420.155938207826,320.802964081625
1968-09-06,442.06935108502086,617.527344644373,711.9950417670623,1414.7928262482217,553.8621958778552,422.80107273840883,322.0644506356946
1968-09-13,445.2940137285842,622.0318807647035,717.1886698888793,1425.1129933531938,558.6580473552968,425.8189885789002,323.8734524344231
1968-09-20,448.8303552463056,626.9718015753958,722.8842866974926,1436.4306533496538,563.4954257532702,429.03729000507667,325.96466890408703
1968-09-27,452.0071717271718,631.4095013187434,728.0008539904503,1446.5976942368022,568.3746906502851,432.0391591371022,327.7035554809649
1968-10-04,454.0029961820494,634.197471516116,731.2153204822406,1452.9851040725694,572.1984254342752,434.09220560470436,328.61342234534294
1968-10-11,455.71505704999043,636.5890519300359,733.9727585316905,1458.4643607279295,576.047884354014,435.9736911568241,329.2512968519213
1968-10-18,458.7125387160933,640.7762385996059,738.8004899245472,1468.057460877497,579.9232404683552,438.65831288810097,331.0911636951093
1968-10-25,461.0366340566093,644.0227708932531,742.5436681271977,1475.495464455914,583.8246680004047,440.9289058724246,332.2913543505453
1968-11-01,462.36953463739655,645.8847017290108,744.690432209258,1479.7612616100746,585.8962968518825,442.21381001058273,333.048910261476
1968-11-08,463.40684251507093,647.3337186710511,746.3611159241036,1483.0810478389603,587.9752766193691,443.3168987501437,333.5286883508479
1968-11-15,464.54691737691184,648.9262909685887,748.1973157123984,1486.729728146608,590.0616333866708,444.4854855024401,334.1035718658589
1968-11-22,465.3895428566749,650.1033557747567,749.554444774129,1489.426455438506,592.1553933301494,445.4709816223538,334.3995702811854
1968-11-29,466.43519454987165,651.5640282053105,751.2385670032411,1492.7729451027592,594.2565827190502,446.58442263116626,334.8846380777267
1968-12-06,466.44508281378415,651.5778411361142,751.2544929996036,1492.8045913700541,596.1585161306648,447.01436203954603,334.4576369735248
1968-12-13,467.564110368353,653.1410124183141,753.0567940831286,1496.385912157601,598.0665367288708,448.135352552061,335.0646544235487
1968-12-20,466.7698010586591,652.0314405431373,751.7774828421583,1493.8438152888202,599.9806639958649,448.06745888578723,333.8907450907591
1968-12-27,467.4896523444782,653.0370018922324,752.9368723023299,1496.1476176959377,601.9009174761969,448.9441361756385,334.1286833345689
1969-01-03,466.39953138877337,651.5142102816733,751.1811280656322,1492.658809199966,597.0262273379649,447.33664752798245,334.4419717892689
1969-01-10,463.198082971139,647.0421021486274,746.0248886786807,1482.4129365925214,592.1910164616078,444.4164759092672,332.78414719986876
1969-01-17,460.81816380397373,643.7175894671655,742.1918008550869,1474.7962751874913,587.3949651114964,442.01345520844615,331.8804888911567
1969-01-24,457.45574726636715,639.020624724054,736.7763068895913,1464.03524236631,582.6377561414845,439.00358910105035,330.0484872953047
1969-01-31,452.7368814459395,632.4288339277242,729.1761214013593,1448.9330474405983,577.919074973937,435.15444686547255,326.93382392943306
1969-02-07,453.1015585132367,632.9382518741797,729.7634687556249,1450.1001550390847,577.5752747410182,435.35555880965006,327.43050761975053
1969-02-14,453.2716831442381,633.1758992283405,730.0374707724085,1450.6446196279962,577.2316790325827,435.4340269214744,327.74332544840644
1969-02-21,451.8771503824046,631.2278743057328,727.7914421581871,1446.181575667659,576.8882877269601,434.5366345321426,326.5873957055917
1969-02-28,451.5606256440246,630.7857204203158,727.28164874281,1445.1685741372635,576.5451007025528,434.31245069233466,326.44469790576426
1969-03-07,449.47058034477215,627.866132983037,723.915430554456,1438.4796211739817,573.7678105286358,432.68250591831475,325.5669739978794
1969-03-14,447.75737269819604,625.4729506323087,721.1561455081488,1432.9966943836482,571.0038989103614,430.87711797885663,324.418384236637
1969-03-21,446.8035302716064,624.1405267050327,719.6198908985676,1429.944029865744,568.2533014015464,429.4418627717686,323.8198677588779
1969-03-28,445.4761040847881,622.286243058484,717.4819438524612,1425.6957528886699,565.515953866453,427.83069248926563,322.94994860530585
1969-04-04,447.8043513056683,625.5385751200869,721.2318090562034,1433.1470440893577,568.7053730553712,430.10426148042535,324.56099057853487
1969-04-11,451.0312042598782,630.04617088867,726.4289648831564,1443.474221035167,571.9127800564688,432.81075310214214,326.81521015768186
1969-04-18,452.76417520574046,632.46696062204,729.2200806163596,1449.0203980236527,575.1382763181188,434.8053225158195,327.98422182287374
1969-04-25,454.7575049556823,635.2514459623175,732.430529146849,1455.399823839179,578.3819638608464,436.93099644629984,329.3413384798844
1969-05-02,455.99537939035065,636.9806346309454,734.4242445167357,1459.361500588916,582.3912255348858,438.9679796331201,330.12918611438425
1969-05-09,458.27861667355376,640.1700922425822,738.1016169037341,1466.6687425883215,586.428278841748,441.5074540941823,331.66043937261793
1969-05-16,459.5467423670674,641.9415389404106,740.1440548241712,1470.7272350614153,590.4933164290867,443.5671313250039,332.4558757284716
1969-05-23,460.9482874837397,643.8993594320906,742.4013775076693,1475.2127212681933,594.586532279962,445.69988138016646,333.34835334312646
1969-05-30,460.6128084531683,643.4307282672651,741.8610563888282,1474.1390586751088,598.7081217220967,447.1577082227176,333.2183088378196
1969-06-06,457.08975863087653,638.5093746460067,736.1868471290967,1462.863937242556,591.1255549949911,442.99037877045396,331.227558421369
1969-06-13,453.6007313597385,633.6355471778741,730.567434447482,1451.697701126718,583.6390205682418,438.67514966479524,328.96945105987317
1969-06-20,449.6918594453696,628.6118170286603,724.9909154945578,1440.616698384826,576.2473022042551,433.84905637883946,325.8974820262618
1969-06-27,444.8083044885432,623.2050464324456,719.4569628567552,1429.6202784191346,568.9491990689405,429.13813124114483,322.9474563458021
1969-07-04,440.31773070743674,618.5499661095923,714.8926016588919,1420.550516552372,562.871759082195,425.0401452360055,320.22926804946263
1969-07-11,438.17999131574174,614.8936652402591,710.3432434155973,1411.5105667927892,556.8592375044267,422.1728759928079,319.3294591082027
1969-07-18,435.00895119965935,610.8196015525183,705.8228358991362,1402.5281445133653,550.9109408857896,418.318391439119,316.90946828701783
1969-07-25,432.1658048628796,606.9009882658014,701.3311948759222,1393.6028836267815,545.026183183777,414.79288697532013,314.9529529211021
1969-08-01,432.12038405190094,606.4770384085576,700.662907895014,1392.2749423196094,544.7173179576405,415.0022406419029,315.4493613156566
1969-08-08,432.0944250002799,606.4406051151327,700.620816511996,1392.1913032726395,544.4086277647975,415.03660095086417,315.6803613866115
1969-08-15,431.4566745135484,605.9633695402317,700.2763514981901,1391.5068229015171,544.1001125060571,414.7220141009811,315.380701947134
1969-08-22,430.94051150796463,605.5679878226333,699.9826489917493,1390.9232118160628,543.7917720822845,414.46636481551513,315.17060395794823
1969-08-29,429.979378500075,604.7108181930864,699.2362815178359,1389.4401181343756,543.483606394401,413.68912373204427,314.16714332509514
1969-09-05,430.68388495936966,605.232585179082,699.6071739100587,1390.1771118843942,544.3363806667822,413.3904251636916,313.2205068749884
1969-09-12,431.3883861947902,605.9676945777884,700.3306256030087,1391.61467002073,545.1904930180882,413.4996088242894,312.894490008815
1969-09-19,432.09403983457986,606.3685368163982,700.5014653443928,1391.954142666422,546.045945547884,412.973463269417,311.6072636420475
1969-09-26,432.80084776381085,606.5204419822865,700.2610774839837,1391.4764721764986,546.9027403590293,412.91369419096833,311.0281270642958
1969-10-03,433.8210613167792,607.9501535419099,701.911757803943,1394.7565100111883,548.3679097840011,414.0317985027339,311.87930200212764
1969-10-10,434.8392998292466,609.377097310195,703.5592425571734,1398.030197991429,549.8370044433616,415.9641143014003,313.9548933568813
1969-10-17,435.85992828946144,610.8073903144431,705.2105941868053,1401.3115697737635,551.310034852936,418.3105334079383,316.6557855331209
1969-10-24,436.88295230696417,612.2410404157777,706.8658217689366,1404.6006433931466,552.7870115567213,419.8465993854442,318.13301990246606
1969-10-31,437.3212926875842,612.8553238737838,707.5750456737043,1406.0099297417967,554.2679451269621,420.6227317802425,318.45693908221534
1969-11-07,438.0856301204364,613.9264545797249,708.8117247538305,1408.4673129934997,555.6453614773573,421.2768045064478,318.6559465344101
1969-11-14,438.59855335653987,614.6452573026675,709.6416218758815,1410.116386970037,557.0262008577491,421.696789459728,318.49940928835656
1969-11-21,438.4189675889731,614.3935885740106,709.3510565413935,1409.5390097037998,558.4104717747408,421.4692397739596,317.3641757553055
1969-11-28,439.43884789570626,615.8228331274925,711.0011976771784,1412.817976135099,559.7981827560754,422.3661631240077,317.9262484976368
1969-12-05,434.21781950389436,608.5061643543945,702.5537027470856,1396.032107518371,552.625979589997,417.8006747387612,315.1264295398023
1969-12-12,427.87377536043005,599.6157186038146,692.2891960797311,1375.63568683276,545.5456675729791,412.1741505106061,310.6762490249164
1969-12-19,421.99344667180725,591.3751165494236,682.7749695602347,1356.7301346344234,538.5560693843186,406.9735882178718,306.81682410769423
1969-12-26,416.86284320242567,584.185167869879,674.4737799202992,1340.2349866868215,531.6560227872897,402.4683568150515,303.9548235720139
1970-01-02,416.1596764887821,583.199760867675,673.336073552368,1337.974270370973,531.0285428777098,402.26652014486143,304.00869732764403
1970-01-09,416.16242654385917,583.2036147525033,673.3405230735309,1337.983111936226,530.4018035429003,402.00831266444163,303.977224343905
1970-01-16,418.63718143077966,586.6716981344285,677.3446153311538,1345.9395732448068,529.7758039088075,402.36936372415755,304.88200446943586
1970-01-23,419.99334349751945,588.5722027669136,679.5388520453488,1350.2997024314216,529.1505431024096,402.4473781639406,305.3600630718881
1970-01-30,418.63070639202897,586.662624114853,677.3341388784488,1345.9187556698769,528.5260202517152,401.8483674097237,304.81145210984556
1970-02-06,425.73730952896096,596.6217082938122,688.8324471549493,1368.7668418352096,524.2518157912755,401.562434182103,306.842696529027
1970-02-13,428.81561001871916,600.93559118764,693.8130612847856,1378.6637325828115,520.0121769398495,400.2587436382111,307.33178456235004
1970-02-20,427.7422358061836,599.4313810984888,692.0763683312083,1375.2127805564899,515.8068241644067,397.9474006913852,306.2677353867945
1970-02-27,430.86686684107605,603.8101909046765,697.1319441382773,1385.258626334634,511.63548019250777,396.7074857921517,306.83600776041243
1970-03-06,431.50445145975027,604.7036921690974,698.1635402970344,1387.3084929199022,514.1905478604439,398.06443255251105,307.40277142838846
1970-03-13,428.8591477008991,600.9966042248718,693.8835041787677,1378.8037084186244,516.7583753369554,398.25662995790725,306.1644724642632
1970-03-20,433.02819989563386,606.8390497581062,700.6289276155653,1392.2074207038993,519.339026343531,400.9063167444224,308.70946679438845
1970-03-27,435.8315839164465,610.7676689466649,705.164733691636,1401.2204411903222,521.9325649198792,403.0658691958645,310.4936315815054
1970-04-03,431.8107277569659,605.1329030546946,698.659087778062,1388.293186604683,518.3101549322022,400.03326530893946,307.97636515754346
1970-04-10,429.8571831185784,602.3952356872926,695.4983008238349,1382.012442433992,514.7128858439454,397.7540005403271,306.60433142656217
1970-04-17,424.8180627342402,595.3334899940894,687.3451285550185,1365.8114172014857,511.14058316773014,394.3744700568361,303.5221333939736
1970-04-24,418.2746639453195,586.1636717138621,676.7580709972258,1344.7740613139113,507.5930736271862,390.5302307347665,299.711413970895
1970-05-01,409.8160522595559,574.309903578441,663.0722462958752,1317.5791997307372,495.67790198213083,382.6016197993664,294.5772156047181
1970-05-08,405.956637161576,568.9013787035144,656.8278080307166,1305.170986269629,484.0424254761691,375.9071744105353,291.18354666596576
1970-05-15,399.50112446649774,559.8547226415608,646.3829480011588,1284.416188589704,472.68007858316656,368.69732675652807,286.8490297713117
1970-05-22,390.77652695791227,547.6282060707971,632.2667648108009,1256.3661692213695,461.58444989526737,361.0586781342238,281.69664413296294
1970-05-29,386.4669081406702,541.5887726378126,625.2939080520866,1242.5105281817894,450.749278505143,354.5914727643205,278.21777394866785
1970-06-05,388.0395143460748,543.7925987525122,627.8383460344621,1247.5665361497158,450.4452516088458,354.8560602084693,278.82062821519224
1970-06-12,386.0516997417571,541.0069059826876,624.6221111221462,1241.1756123166222,450.1414297763347,354.2753322762709,278.0961012401818
1970-06-19,387.5742021624695,543.1405174252268,627.0854824189183,1246.0705340992365,449.8378128692958,354.5896911499038,278.77720052961706
1970-06-26,390.20443924280505,546.8264911582403,631.3411410236337,1254.5268784720427,449.5344007495087,355.1018081452084,279.7704828465133
1970-07-03,395.5360394440723,554.2981135620628,639.9675384092753,1271.6682410119874,450.00356418774976,356.6479792920164,281.9148286702324
1970-07-10,396.2321929634651,555.2736923818622,641.0938976021998,1273.9064095559331,450.47321727557363,357.09925198087785,282.33402710860423
1970-07-17,398.64103763447986,558.6494102023779,644.9913487590813,1281.6509662086362,450.9433605240106,357.95090948901776,283.38605992250467
1970-07-24,401.4927302994636,562.6457283808197,649.605317027749,1290.819301413397,451.4139944446241,358.90358533639693,284.5987471102547
1970-07-31,401.10986510620234,562.1091869959398,648.9858506053762,1289.5883705795252,451.88511954951196,359.10358073515107,284.61890084017233
1970-08-07,401.6226949118158,562.8278587868326,649.8155965592028,1291.2371441723428,455.5195502851788,361.1641538023816,285.596106930079
1970-08-14,398.8797347534502,558.9839166684485,645.3775547995411,1282.4183894397593,459.18321209352524,362.47907829062495,285.3787023202008
1970-08-21,402.4076603625583,563.9278972793288,651.0856512625721,1293.7608475380432,462.87634007481097,365.273522337321,287.48356775402266
1970-08-28,406.8341613086612,570.1311275274601,658.2476204177099,1307.9922704947987,466.59917122016486,368.2930792126348,289.9243916345919
1970-09-04,410.9850287130991,575.9480891756579,664.9636213131404,1321.337517765552,473.80473307052864,373.05225647730776,292.94012362604576
1970-09-11,414.0651195260414,580.264481000821,669.947132141651,1331.240164492148,481.1215684181076,377.6115095037073,295.57665777145957
1970-09-18,422.0881936586835,591.5078935175227,682.9282678438708,1357.0347509579115,488.55139562871983,383.3899625331793,300.058355693347
1970-09-25,426.6146786795438,597.8512399080469,690.2520087614314,1371.587627738836,496.0959596044308,388.395245937771,303.2593607136585
1970-10-02,428.4910809466194,600.4808011444526,693.2879812650085,1377.6203553096454,498.54015404938445,390.1436019163192,304.4954807179025
1970-10-09,430.14296057495125,602.7957198130596,695.9606816868911,1382.9312313154749,500.9963906937737,391.8449078810711,305.6509121001496
1970-10-16,430.17498880825764,602.8406036859108,696.0125025769863,1383.0342036948532,503.4647288678076,393.169474040918,306.2114169513143
1970-10-23,428.5826331693529,600.6091010192881,693.4361104992017,1377.9147003058888,505.9452281940065,394.114118904694,306.17418856656343
1970-10-30,432.5542189595874,606.1748201746678,699.862038172771,1390.683548178751,508.4379485886428,396.387227420501,308.1975169969954
1970-11-06,436.8045022780592,612.1311017535714,706.7388915606125,1404.348422608399,508.6984693744605,397.66035923445406,310.01935968658705
1970-11-13,442.3333148685858,619.8790945622025,715.6843737190994,1422.1238328889938,508.9591236496844,398.7678097582278,311.58726296569716
1970-11-20,460.6213706693094,645.507694285521,745.2739961199563,1480.9208511943855,509.2199114827137,401.941661109232,316.3875446230263
1970-11-27,461.06327392413846,646.1269707005675,745.9889846671579,1482.3415923626383,509.4808329419827,402.2065994814824,316.6425207794598
1970-12-04,473.92018765967254,664.144451585124,766.7911534061549,1523.6772160339708,518.361434079394,409.43577269365505,322.5057504337415
1970-12-11,473.51135448740297,663.5715190744249,766.1296714353965,1522.3627968427938,527.3968301991923,414.6697523441546,325.12969100180425
1970-12-18,476.0457303691483,667.123154400205,770.2302289894542,1530.5109426454676,536.5897194843274,420.4366650358745,328.50577173065403
1970-12-25,471.9476782584648,661.3802072912043,763.5996819342903,1517.3354991979047,545.9428471489325,425.22460259625194,330.2617453006156
1971-01-01,483.8955827815593,678.1238166661659,782.9310962285243,1555.7486125769478,550.3582287080476,429.80905731491276,334.7119837722773
1971-01-08,481.27744446827984,674.4547979589576,778.695013129954,1547.3311663481447,554.8093202218116,431.4896540499877,334.6224736186369
1971-01-15,489.5082275944226,685.9892906599811,792.0122168513179,1573.793547664609,559.2964104989819,435.71730040468515,338.473295730007
1971-01-22,496.2994466187824,695.5064004011825,803.0002414265914,1595.6276580611557,563.8197906840927,439.6166789926256,341.7940698025595
1971-01-29,498.12823769984095,698.0692400548197,805.959180207631,1601.5073132766372,568.379754276347,442.37886871289965,343.32487296525096
1971-02-05,501.1298777433876,702.2756921800641,810.8157596297216,1611.1577368377696,574.1873264993652,446.03665398215037,345.49438475162134
1971-02-12,504.95078412719215,707.6302515360633,816.997891746867,1623.4421428478854,580.0542391455281,449.91219039432605,347.9680869959329
1971-02-19,507.1771446057459,710.7502388199173,820.6000879893999,1630.6000036526814,585.981098541487,453.44312835515916,349.8743789577845
1971-02-26,509.9580223245725,714.6473180235186,825.0994794249715,1639.5406652473619,591.968517209198,457.12943901047015,351.9881204484093
1971-03-05,515.3307995557695,722.176645282869,833.7925002275849,1656.814414007522,596.1143904496677,460.5025894670253,354.71758758975994
1971-03-12,526.2777298455792,737.5175047844842,851.5043629457178,1692.0093449313613,600.2892994655653,465.1880893144952,359.4516372262162
1971-03-19,534.6273990417601,749.2186025929553,865.0139213908144,1718.8539509365764,604.4934476100096,469.2644531645748,363.2338312152028
1971-03-26,537.9470632548157,753.870728891086,870.3850560610217,1729.526838182199,608.7270396603111,472.19020086064336,365.2192557781119
1971-04-02,537.0397733548901,752.599266799567,868.9170834214234,1726.609855566031,613.1351519681464,474.2319463479842,365.7329197481229
1971-04-09,539.0202997526814,755.3747459890196,872.121526195666,1732.977347448937,617.5751857331414,476.94863380916325,367.2747343341971
1971-04-16,535.8112168791855,750.877586676955,866.9293094004809,1722.6599847662953,622.0473721153384,478.4793404258645,366.9725491010696
