date,strategy,strategy_recommended_mix,strategy_medium_aggressive,strategy_aggressive,gross_strategy,gross_strategy_medium_aggressive,gross_strategy_aggressive,benchmark_100_equity,benchmark_80_20,benchmark_60_40,turnover,turnover_medium_aggressive,turnover_aggressive,medium_aggressive_leverage,aggressive_leverage,medium_aggressive_financing_cost,aggressive_financing_cost
1954-09-10,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.006784690534300086,0.005519290888978531,0.004253891243656975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954-09-17,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.006784690534300086,0.005519290888978531,0.004253891243656975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954-09-24,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.005688203650378277,0.006784690534300086,0.005519290888978531,0.004253891243656975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954-10-01,0.004513930161688906,0.004513930161688906,0.004513930161688906,0.004513930161688906,0.004513930161688906,0.004513930161688906,0.004513930161688906,0.005375562347872842,0.00369198833983673,0.0020084143318006174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954-10-08,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.005375562347872842,0.004393911416759813,0.0034122604856467818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954-10-15,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.005375562347872842,0.004393911416759813,0.0034122604856467818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954-10-22,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.005375562347872842,0.004393911416759813,0.0034122604856467818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954-10-29,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.004506878879637625,0.005375562347872842,0.004393911416759813,0.0034122604856467818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954-11-05,0.008861260515348184,0.008861260515348184,0.008861260515348184,0.008861260515348184,0.008861260515348184,0.008861260515348184,0.008861260515348184,0.010600820310725512,0.007874117787041952,0.005147415263358392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954-11-12,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.010600820310725512,0.008576040863965025,0.0065512614172045375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954-11-19,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.010600820310725512,0.008576040863965025,0.0065512614172045375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954-11-26,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.008860619489707157,0.010600820310725512,0.008576040863965025,0.0065512614172045375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954-12-03,0.008132582528983207,0.008132582528983207,0.008132582528983207,0.008132582528983207,0.008132582528983207,0.008132582528983207,0.008132582528983207,0.00972717595785677,0.007457125381670034,0.005187074805483298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
