year,strategy,strategy_recommended_mix,strategy_medium_aggressive,strategy_aggressive,benchmark_100_equity,benchmark_80_20,benchmark_60_40
1990-12-31,-0.0008147434031713363,4.496346827442821e-05,0.0004130146083762831,0.0004130146083762831,-0.023500245564227806,-0.0048651670924291235,0.013876855229443485
1991-12-31,0.2637849142776705,0.261278607264571,0.26019603882706077,0.26019603882706077,0.22069447446273993,0.21394390051783518,0.20697377743035772
1992-12-31,0.10709007525918723,0.12291777271290161,0.12973458159036544,0.16545275717491004,0.15505602121062956,0.14021336114015037,0.12531215395507167
1993-12-31,0.13121807323440304,0.12748892390843847,0.12465957061154076,0.14309885846624115,0.08864984917332652,0.09650238426536584,0.10410870634949032
1994-12-31,-0.017457880485729604,-0.018313232314971617,-0.0187599165242891,-0.03295873903917701,0.003972908173002443,-0.01048192093649536,-0.02507257946634578
1995-12-31,0.3693604773517172,0.4170227368967272,0.4376183304927166,0.5643161519376261,0.38048957184459664,0.35332210513677254,0.3264587058485642
1996-12-31,0.23041332908449896,0.3843827581123933,0.4533882219879404,0.8306989174574604,0.25867056028841806,0.20590568319224323,0.1547704877562408
1997-12-31,0.24060359349997662,0.35385422551766377,0.4006032865016411,0.622656700109568,0.25510493498320597,0.22587221815888636,0.19626254304692514
1998-12-31,0.27468128257459745,0.313997638972799,0.3254552182440855,0.336159386390654,0.3252009409001033,0.2857731701113331,0.24521616904909127
1999-12-31,0.17249813428179572,0.44129915209793236,0.5683307500641588,1.0109792937969746,0.21002672526839317,0.15484346004030947,0.1006967514147914
2000-12-31,-0.048237125405184655,-0.024473069530412506,-0.016528046919643824,-0.05979495675841573,-0.09741533193307494,-0.04651840211665359,0.005182355541442973
2001-12-31,-0.024077235256392715,-0.024077235256392715,-0.024077235256392715,-0.024077235256392715,-0.1044613210853591,-0.0714896128277197,-0.039827267254538445
2002-12-31,0.11020319591306738,0.12245344375535128,0.1277307027334793,0.1277307027334793,-0.23478170216763516,-0.1661646249948019,-0.09371556143444792
2003-12-31,0.0413572463914027,0.08406540549359454,0.10203496217757557,0.1856524156148689,0.2759078847740115,0.22211121207230833,0.16882453785324691
2004-12-31,0.07624283216765981,0.0912037873359497,0.0958058586800552,0.058119568353586004,0.1229230771331622,0.10700150286578824,0.09048420235773857
2005-12-31,0.017512176114383493,0.021805027783956987,0.023644643822226863,0.023644643822226863,0.04828248112979017,0.04599517781323037,0.043174598133763675
2006-12-31,0.15907950529979598,0.17343923409822315,0.179307707981875,0.2343349459313313,0.1584524600322188,0.13141906584211793,0.10452605996284192
2007-12-31,0.0668188251853239,0.0710050784448546,0.07279918698465315,0.06467269400264808,0.059300853231620154,0.06809293910643754,0.07567438225972412
2008-12-31,0.03474928577159009,0.013890103585062485,0.0049946844672104085,0.0049946844672104085,-0.3940398470655947,-0.29835684836164245,-0.19276609993138183
2009-12-31,0.17985846623495605,0.34093699280523637,0.4132807499593585,0.8037331548474651,0.32037514087763674,0.2364895107949243,0.15362977116709509
2010-12-31,0.14430575098592624,0.08535454587249602,0.05932360949776583,-0.089663520423091,0.13992306451356296,0.12963435060877004,0.11740546749517122
2011-12-31,0.04376720027681791,0.05903894039115509,0.0649375991125003,0.09076236946795313,0.01895001379336736,0.04671757382615338,0.07209210203420136
2012-12-31,0.11946202251974225,0.16600704231281838,0.18477135572981918,0.26668987901362473,0.14051870056313276,0.11939961576901648,0.0975534380930374
2013-12-31,0.3249607058125441,0.47352291892933995,0.5411493969239018,0.9597180785941901,0.33944517183190914,0.24765951301772726,0.16148661685025845
2014-12-31,0.1871447552649621,0.30384203696958134,0.3553398239260299,0.6539343616662086,0.15590409183306297,0.14239968002014902,0.1281816320651057
2015-12-31,0.038839976568418866,0.06436627149222951,0.07449372577135671,0.1208935552981869,0.007121040405176249,0.01180465555882293,0.015405563968518665
2016-12-31,0.04092067091223228,0.047676952045095256,0.05002657315031178,0.042810374143967156,0.11012328014322437,0.08974655945366927,0.06883885537295176
2017-12-31,0.27056768249611984,0.4325081462215459,0.5067147884426122,1.012557273398499,0.21705383527153432,0.17682358675650622,0.13766223485401885
2018-12-31,-0.030261182182278246,-0.04152058011210391,-0.049114546740062215,-0.12258617149047468,-0.05397610073461534,-0.03931453582318967,-0.025954088604659087
2019-12-31,0.28594269302179076,0.3207635409580347,0.3341931095178048,0.42199769872746984,0.3278450041797245,0.27668799588213866,0.22649528134029207
2020-12-31,0.15349661814847693,0.1499724863909313,0.14846214420912673,0.14510041818050823,0.16425406568391376,0.1566041493925181,0.14365083235527187
2021-12-31,0.16931660058604736,0.16931660058604736,0.16931660058604736,0.16931660058604736,0.30431188516840413,0.23204774915672588,0.16293393758840202
2022-12-31,-0.10175481510783735,-0.10175481510783735,-0.10175481510783735,-0.10175481510783735,-0.18175348878785247,-0.1683500308891347,-0.15642016958790217
2023-12-31,0.16606258859667578,0.15625217003646585,0.15205213175809984,0.15205213175809984,0.2617577564672422,0.21501695159408962,0.1691878608686701
2024-12-31,0.1787537776514485,0.1541654127871337,0.1432200399228587,0.06222014879200999,0.2678933499730227,0.2078029669068011,0.14979216058666056
2025-12-31,0.08569400478360323,0.05954157983439323,0.04800977097446668,-0.0006086600964224642,0.17378933905976535,0.1576721365894458,0.13994149928539112
2026-12-31,0.03238467191412586,0.03238467191412586,0.03238467191412586,0.03238467191412586,0.09945101674166867,0.07840627411251933,0.057394847695094064
